timestamp,ciudad,cache_enabled,time_ms,response_size,success,error_type,status_code
2025-09-15T19:42:15.506053400Z,Álava,false,3325,19,true,,200
2025-09-15T19:42:15.752063400Z,Álava,false,3547,19,true,,200
2025-09-15T19:42:15.756059400Z,Álava,false,3617,19,true,,200
2025-09-15T19:42:15.758052400Z,Álava,false,3553,19,true,,200
2025-09-15T19:42:15.886059100Z,Álava,false,3682,19,true,,200
2025-09-15T19:42:16.216014400Z,Álava,false,4024,19,true,,200
2025-09-15T19:42:16.221016200Z,Álava,false,4125,19,true,,200
2025-09-15T19:42:16.318014700Z,Álava,false,4222,19,true,,200
2025-09-15T19:42:16.394019200Z,Álava,false,4202,19,true,,200
2025-09-15T19:42:16.394019200Z,Álava,false,4285,19,true,,200
2025-09-15T19:42:16.428015400Z,Álava,false,4240,19,true,,200
2025-09-15T19:42:16.600058400Z,Álava,false,4480,19,true,,200
2025-09-15T19:42:16.704050200Z,Álava,false,4508,19,true,,200
2025-09-15T19:42:16.763018300Z,Álava,false,4544,19,true,,200
2025-09-15T19:42:16.903050500Z,Álava,false,4681,19,true,,200
2025-09-15T19:42:17.113018600Z,Álava,false,4998,19,true,,200
2025-09-15T19:42:17.113018600Z,Álava,false,4893,19,true,,200
2025-09-15T19:42:17.337016600Z,Álava,false,5092,19,true,,200
2025-09-15T19:42:17.520014400Z,Álava,false,5271,19,true,,200
2025-09-15T19:42:17.585017600Z,Álava,false,5338,19,true,,200
2025-09-15T19:42:17.703015600Z,Álava,false,5607,19,true,,200
2025-09-15T19:42:18.009055200Z,Álava,false,5754,19,true,,200
2025-09-15T19:42:18.053016300Z,Álava,false,5796,19,true,,200
2025-09-15T19:42:18.075015200Z,Álava,false,5952,19,true,,200
2025-09-15T19:42:18.290017200Z,Álava,false,6021,19,true,,200
2025-09-15T19:42:18.526018800Z,Álava,false,6411,19,true,,200
2025-09-15T19:42:18.526018800Z,Álava,false,6431,19,true,,200
2025-09-15T19:42:18.773018Z,Álava,false,6546,19,true,,200
2025-09-15T19:42:18.818061400Z,Álava,false,6553,19,true,,200
2025-09-15T19:42:18.818061400Z,Álava,false,6693,19,true,,200
2025-09-15T19:42:19.005068700Z,Álava,false,6731,19,true,,200
2025-09-15T19:42:19.152021300Z,Álava,false,6876,19,true,,200
2025-09-15T19:42:19.212020600Z,Álava,false,7115,19,true,,200
2025-09-15T19:42:19.304054100Z,Álava,false,7185,19,true,,200
2025-09-15T19:42:19.561021700Z,Álava,false,7345,19,true,,200
2025-09-15T19:42:19.834045800Z,Álava,false,7555,19,true,,200
2025-09-15T19:42:19.911060200Z,Álava,false,7791,19,true,,200
2025-09-15T19:42:19.970055600Z,Álava,false,7674,19,true,,200
2025-09-15T19:42:19.971018300Z,Álava,false,7876,19,true,,200
2025-09-15T19:42:20.093019900Z,Álava,false,7815,19,true,,200
2025-09-15T19:42:20.108024600Z,Álava,false,7938,19,true,,200
2025-09-15T19:42:20.200020700Z,Álava,false,7894,19,true,,200
2025-09-15T19:42:20.261066700Z,Álava,false,7954,19,true,,200
2025-09-15T19:42:20.384075700Z,Álava,false,8212,19,true,,200
2025-09-15T19:42:20.394064500Z,Álava,false,8223,19,true,,200
2025-09-15T19:42:20.394064500Z,Álava,false,8104,19,true,,200
2025-09-15T19:42:20.624079800Z,Álava,false,8315,19,true,,200
2025-09-15T19:42:20.643022800Z,Álava,false,8331,19,true,,200
2025-09-15T19:42:20.676015600Z,Álava,false,8578,19,true,,200
2025-09-15T19:42:20.718051700Z,Álava,false,8545,19,true,,200
2025-09-15T19:42:20.778012700Z,Álava,false,8610,19,true,,200
2025-09-15T19:42:20.822013100Z,Álava,false,8504,19,true,,200
2025-09-15T19:42:20.850014Z,Álava,false,8713,19,true,,200
2025-09-15T19:42:20.870014200Z,Álava,false,8556,19,true,,200
2025-09-15T19:42:20.871020600Z,Álava,false,8128,19,true,,200
2025-09-15T19:42:20.883018200Z,Álava,false,8126,19,true,,200
2025-09-15T19:42:20.883018200Z,Álava,false,8618,19,true,,200
2025-09-15T19:42:20.883018200Z,Álava,false,8656,19,true,,200
2025-09-15T19:42:20.883018200Z,Álava,false,8561,19,true,,200
2025-09-15T19:42:39.850288100Z,Álava,false,690,19,true,,200
2025-09-15T19:42:39.853291600Z,Álava,false,696,19,true,,200
2025-09-15T19:42:39.973294200Z,Álava,false,814,19,true,,200
2025-09-15T19:42:40.167287700Z,Álava,false,1009,19,true,,200
2025-09-15T19:42:40.279288100Z,Álava,false,1115,19,true,,200
2025-09-15T19:42:40.365288900Z,Álava,false,1206,19,true,,200
2025-09-15T19:42:40.374288Z,Álava,false,1212,19,true,,200
2025-09-15T19:42:40.454297600Z,Álava,false,1296,19,true,,200
2025-09-15T19:42:40.827291300Z,Álava,false,1485,19,true,,200
2025-09-15T19:42:40.988293300Z,Álava,false,1636,19,true,,200
2025-09-15T19:42:41.016293500Z,Álava,false,1681,19,true,,200
2025-09-15T19:42:41.107290800Z,Álava,false,1938,19,true,,200
2025-09-15T19:42:41.230295600Z,Álava,false,2061,19,true,,200
2025-09-15T19:42:41.257295100Z,Álava,false,1909,19,true,,200
2025-09-15T19:42:41.276290100Z,Álava,false,2100,19,true,,200
2025-09-15T19:42:41.378289Z,Álava,false,2220,19,true,,200
2025-09-15T19:42:41.388290400Z,Álava,false,2215,19,true,,200
2025-09-15T19:42:41.415288900Z,Álava,false,2238,19,true,,200
2025-09-15T19:42:41.415288900Z,Álava,false,2230,19,true,,200
2025-09-15T19:42:41.503287900Z,Álava,false,2329,19,true,,200
2025-09-15T19:42:42.962289500Z,Álava,false,3164,19,true,,200
2025-09-15T19:42:43.213289500Z,Álava,false,3470,19,true,,200
2025-09-15T19:42:43.266288200Z,Álava,false,3396,19,true,,200
2025-09-15T19:42:43.356286600Z,Álava,false,3593,19,true,,200
2025-09-15T19:42:43.411286Z,Álava,false,3626,19,true,,200
2025-09-15T19:42:43.473287700Z,Álava,false,3577,19,true,,200
2025-09-15T19:42:43.490287800Z,Álava,false,3740,19,true,,200
2025-09-15T19:42:43.492290600Z,Álava,false,3600,19,true,,200
2025-09-15T19:42:43.521290200Z,Álava,false,4002,19,true,,200
2025-09-15T19:42:43.547284100Z,Álava,false,3658,19,true,,200
2025-09-15T19:42:43.631287200Z,Álava,false,4272,19,true,,200
2025-09-15T19:42:43.661285500Z,Álava,false,3783,19,true,,200
2025-09-15T19:42:43.687288200Z,Álava,false,4505,19,true,,200
2025-09-15T19:42:43.700290Z,Álava,false,3761,19,true,,200
2025-09-15T19:42:43.702289500Z,Álava,false,4202,19,true,,200
2025-09-15T19:42:43.724291600Z,Álava,false,3915,19,true,,200
2025-09-15T19:42:43.727292600Z,Álava,false,3800,19,true,,200
2025-09-15T19:42:43.889288Z,Álava,false,4700,19,true,,200
2025-09-15T19:42:43.946285700Z,Álava,false,4768,19,true,,200
2025-09-15T19:42:43.970285Z,Álava,false,4786,19,true,,200
2025-09-15T19:42:44.400287100Z,Álava,false,5216,19,true,,200
2025-09-15T19:42:44.436285Z,Álava,false,5255,19,true,,200
2025-09-15T19:42:44.513285500Z,Álava,false,5341,19,true,,200
2025-09-15T19:42:44.549288300Z,Álava,false,5380,19,true,,200
2025-09-15T19:42:45.280320200Z,Álava,false,4095,19,true,,200
2025-09-15T19:42:45.284328200Z,Álava,false,4160,19,true,,200
2025-09-15T19:42:45.355327500Z,Álava,false,4158,19,true,,200
2025-09-15T19:42:45.385319900Z,Álava,false,4205,19,true,,200
2025-09-15T19:42:45.398319600Z,Álava,false,4184,19,true,,200
2025-09-15T19:42:45.533287400Z,Álava,false,4407,19,true,,200
2025-09-15T19:42:45.533287400Z,Álava,false,4383,19,true,,200
2025-09-15T19:42:45.728323200Z,Álava,false,4525,19,true,,200
2025-09-15T19:42:45.788283400Z,Álava,false,4822,19,true,,200
2025-09-15T19:42:45.959283100Z,Álava,false,4816,19,true,,200
2025-09-15T19:42:46.038283600Z,Álava,false,6681,19,true,,200
2025-09-15T19:42:46.038283600Z,Álava,false,4662,19,true,,200
2025-09-15T19:42:46.092287200Z,Álava,false,6920,19,true,,200
2025-09-15T19:42:46.166285Z,Álava,false,4783,19,true,,200
2025-09-15T19:42:46.193318600Z,Álava,false,4811,19,true,,200
2025-09-15T19:42:46.367284Z,Álava,false,4973,19,true,,200
2025-09-15T19:42:46.460309500Z,Álava,false,5221,19,true,,200
2025-09-15T19:42:46.755285500Z,Álava,false,5766,19,true,,200
2025-09-15T19:42:46.801284300Z,Álava,false,5406,19,true,,200
2025-09-15T19:42:46.803321200Z,Álava,false,5403,19,true,,200
2025-09-15T19:42:47.053297800Z,Álava,false,5827,19,true,,200
2025-09-15T19:42:47.053297800Z,Álava,false,7102,19,true,,200
2025-09-15T19:42:47.337287Z,Álava,false,5915,19,true,,200
2025-09-15T19:42:47.337287Z,Álava,false,5926,19,true,,200
2025-09-15T19:42:47.508299800Z,Álava,false,6138,19,true,,200
2025-09-15T19:42:47.695283800Z,Álava,false,6271,19,true,,200
2025-09-15T19:42:47.753289200Z,Álava,false,6316,19,true,,200
2025-09-15T19:42:47.753289200Z,Álava,false,6392,19,true,,200
2025-09-15T19:42:47.766283600Z,Álava,false,6321,19,true,,200
2025-09-15T19:42:47.824318800Z,Álava,false,6395,19,true,,200
2025-09-15T19:42:47.856288300Z,Álava,false,6405,19,true,,200
2025-09-15T19:42:47.874282900Z,Álava,false,6411,19,true,,200
2025-09-15T19:42:47.926318500Z,Álava,false,6453,19,true,,200
2025-09-15T19:42:48.211321600Z,Álava,false,6731,19,true,,200
2025-09-15T19:42:48.234317900Z,Álava,false,6744,19,true,,200
2025-09-15T19:42:48.403326200Z,Álava,false,6906,19,true,,200
2025-09-15T19:42:48.471288200Z,Álava,false,6953,19,true,,200
2025-09-15T19:42:48.506288500Z,Álava,false,6998,19,true,,200
2025-09-15T19:42:48.630321400Z,Álava,false,7105,19,true,,200
2025-09-15T19:42:48.716316300Z,Álava,false,7174,19,true,,200
2025-09-15T19:42:48.716316300Z,Álava,false,7182,19,true,,200
2025-09-15T19:42:48.778283200Z,Álava,false,7229,19,true,,200
2025-09-15T19:42:48.980321800Z,Álava,false,7422,19,true,,200
2025-09-15T19:42:49.009323600Z,Álava,false,7442,19,true,,200
2025-09-15T19:42:49.522284800Z,Álava,false,7930,19,true,,200
2025-09-15T19:42:49.569316800Z,Álava,false,7971,19,true,,200
2025-09-15T19:42:49.796288200Z,Álava,false,8216,19,true,,200
2025-09-15T19:42:49.903284700Z,Álava,false,6963,19,true,,200
2025-09-15T19:42:50.096341500Z,Álava,false,8490,19,true,,200
2025-09-15T19:42:50.158283800Z,Álava,false,7224,19,true,,200
2025-09-15T19:42:50.242288200Z,Álava,false,7269,19,true,,200
2025-09-15T19:42:50.256286600Z,Álava,false,7304,19,true,,200
2025-09-15T19:42:50.354323400Z,Álava,false,7396,19,true,,200
2025-09-15T19:42:50.359320200Z,Álava,false,7381,19,true,,200
2025-09-15T19:42:50.376318Z,Álava,false,7411,19,true,,200
2025-09-15T19:42:50.478321700Z,Álava,false,7341,19,true,,200
2025-09-15T19:42:50.758328600Z,Álava,false,7622,19,true,,200
2025-09-15T19:42:50.763318800Z,Álava,false,7819,19,true,,200
2025-09-15T19:42:51.049325Z,Álava,false,7913,19,true,,200
2025-09-15T19:42:51.086339300Z,Álava,false,7950,19,true,,200
2025-09-15T19:42:51.134311900Z,Álava,false,7996,19,true,,200
2025-09-15T19:42:51.152285600Z,Álava,false,8015,19,true,,200
2025-09-15T19:42:51.153319100Z,Álava,false,7986,19,true,,200
2025-09-15T19:42:51.153319100Z,Álava,false,8017,19,true,,200
2025-09-15T19:42:51.155291300Z,Álava,false,7976,19,true,,200
2025-09-15T19:42:51.155291300Z,Álava,false,7982,19,true,,200
2025-09-15T19:42:51.156286200Z,Álava,false,7996,19,true,,200
2025-09-15T19:43:21.675795100Z,Álava,false,954,19,true,,200
2025-09-15T19:43:21.681795200Z,Álava,false,951,19,true,,200
2025-09-15T19:43:21.703793500Z,Álava,false,953,19,true,,200
2025-09-15T19:43:21.965794Z,Álava,false,1232,19,true,,200
2025-09-15T19:43:22.204791200Z,Álava,false,1483,19,true,,200
2025-09-15T19:43:22.328792600Z,Álava,false,1593,19,true,,200
2025-09-15T19:43:22.328792600Z,Álava,false,1609,19,true,,200
2025-09-15T19:43:22.444793Z,Álava,false,1726,19,true,,200
2025-09-15T19:43:22.492791500Z,Álava,false,1771,19,true,,200
2025-09-15T19:43:22.574792700Z,Álava,false,1856,19,true,,200
2025-09-15T19:43:22.744792900Z,Álava,false,2024,19,true,,200
2025-09-15T19:43:23.058793100Z,Álava,false,2340,19,true,,200
2025-09-15T19:43:23.093790200Z,Álava,false,2364,19,true,,200
2025-09-15T19:43:23.190791800Z,Álava,false,2462,19,true,,200
2025-09-15T19:43:23.292789200Z,Álava,false,2556,19,true,,200
2025-09-15T19:43:23.356792400Z,Álava,false,2624,19,true,,200
2025-09-15T19:43:23.550791700Z,Álava,false,2831,19,true,,200
2025-09-15T19:43:23.558789600Z,Álava,false,2821,19,true,,200
2025-09-15T19:43:23.607791500Z,Álava,false,2878,19,true,,200
2025-09-15T19:43:23.669790100Z,Álava,false,2932,19,true,,200
2025-09-15T19:43:23.674794100Z,Álava,false,2940,19,true,,200
2025-09-15T19:43:23.676791800Z,Álava,false,2947,19,true,,200
2025-09-15T19:43:24.638792100Z,Álava,false,3398,19,true,,200
2025-09-15T19:43:24.806790100Z,Álava,false,3601,19,true,,200
2025-09-15T19:43:24.808794300Z,Álava,false,3606,19,true,,200
2025-09-15T19:43:24.808794300Z,Álava,false,3630,19,true,,200
2025-09-15T19:43:24.826789Z,Álava,false,3596,19,true,,200
2025-09-15T19:43:24.839791300Z,Álava,false,3618,19,true,,200
2025-09-15T19:43:24.902789900Z,Álava,false,3673,19,true,,200
2025-09-15T19:43:24.923788900Z,Álava,false,3749,19,true,,200
2025-09-15T19:43:24.965789200Z,Álava,false,3732,19,true,,200
2025-09-15T19:43:25.047789900Z,Álava,false,3826,19,true,,200
2025-09-15T19:43:25.084792200Z,Álava,false,3871,19,true,,200
2025-09-15T19:43:25.085795300Z,Álava,false,3872,19,true,,200
2025-09-15T19:43:25.142793500Z,Álava,false,3952,19,true,,200
2025-09-15T19:43:25.153793400Z,Álava,false,3918,19,true,,200
2025-09-15T19:43:25.153793400Z,Álava,false,3920,19,true,,200
2025-09-15T19:43:25.823792800Z,Álava,false,3384,19,true,,200
2025-09-15T19:43:26.092796200Z,Álava,false,3604,19,true,,200
2025-09-15T19:43:26.096791200Z,Álava,false,3616,19,true,,200
2025-09-15T19:43:26.109793800Z,Álava,false,3660,19,true,,200
2025-09-15T19:43:26.110792800Z,Álava,false,3639,19,true,,200
2025-09-15T19:43:26.147789Z,Álava,false,3708,19,true,,200
2025-09-15T19:43:26.159789500Z,Álava,false,3702,19,true,,200
2025-09-15T19:43:26.187792500Z,Álava,false,3722,19,true,,200
2025-09-15T19:43:26.187792500Z,Álava,false,3740,19,true,,200
2025-09-15T19:43:26.199791500Z,Álava,false,3741,19,true,,200
2025-09-15T19:43:26.832790Z,Álava,false,3158,19,true,,200
2025-09-15T19:43:27.011791600Z,Álava,false,3337,19,true,,200
2025-09-15T19:43:27.085792200Z,Álava,false,3420,19,true,,200
2025-09-15T19:43:27.320794500Z,Álava,false,3638,19,true,,200
2025-09-15T19:43:27.520793900Z,Álava,false,3837,19,true,,200
2025-09-15T19:43:27.523796400Z,Álava,false,3824,19,true,,200
2025-09-15T19:43:27.536794500Z,Álava,false,3831,19,true,,200
2025-09-15T19:43:27.610792100Z,Álava,false,3920,19,true,,200
2025-09-15T19:43:27.620792500Z,Álava,false,3931,19,true,,200
2025-09-15T19:43:27.623793700Z,Álava,false,3912,19,true,,200
2025-09-15T19:43:27.627795500Z,Álava,false,3933,19,true,,200
2025-09-15T19:43:27.657795800Z,Álava,false,3938,19,true,,200
2025-09-15T19:43:27.657795800Z,Álava,false,3933,19,true,,200
2025-09-15T19:43:28.382796100Z,Álava,false,3403,19,true,,200
2025-09-15T19:43:28.442792500Z,Álava,false,3448,19,true,,200
2025-09-15T19:43:28.660790Z,Álava,false,3673,19,true,,200
2025-09-15T19:43:28.704789800Z,Álava,false,3695,19,true,,200
2025-09-15T19:43:28.917788900Z,Álava,false,3862,19,true,,200
2025-09-15T19:43:28.987792Z,Álava,false,3933,19,true,,200
2025-09-15T19:43:29.005791200Z,Álava,false,3989,19,true,,200
2025-09-15T19:43:29.076790700Z,Álava,false,4053,19,true,,200
2025-09-15T19:43:29.101788300Z,Álava,false,4098,19,true,,200
2025-09-15T19:43:29.162789400Z,Álava,false,4105,19,true,,200
2025-09-15T19:43:29.376792100Z,Álava,false,4317,19,true,,200
2025-09-15T19:43:29.376792100Z,Álava,false,4106,19,true,,200
2025-09-15T19:43:29.427788500Z,Álava,false,4369,19,true,,200
2025-09-15T19:43:29.526792900Z,Álava,false,4247,19,true,,200
2025-09-15T19:43:29.575789500Z,Álava,false,4285,19,true,,200
2025-09-15T19:43:29.634790200Z,Álava,false,4342,19,true,,200
2025-09-15T19:43:29.920790900Z,Álava,false,4621,19,true,,200
2025-09-15T19:43:30.008789600Z,Álava,false,4703,19,true,,200
2025-09-15T19:43:30.024790500Z,Álava,false,4712,19,true,,200
2025-09-15T19:43:30.099792300Z,Álava,false,4780,19,true,,200
2025-09-15T19:43:30.161790700Z,Álava,false,9441,19,true,,200
2025-09-15T19:43:30.219788800Z,Álava,false,4892,19,true,,200
2025-09-15T19:43:30.292789600Z,Álava,false,9565,19,true,,200
2025-09-15T19:43:30.746790Z,Álava,false,10008,19,true,,200
2025-09-15T19:43:30.799818500Z,Álava,false,5459,19,true,,200
2025-09-15T19:43:30.908790800Z,Álava,false,10176,19,true,,200
2025-09-15T19:43:30.935788300Z,Álava,false,5601,19,true,,200
2025-09-15T19:43:31.185789Z,Álava,false,5831,19,true,,200
2025-09-15T19:43:31.367789300Z,Álava,false,5998,19,true,,200
2025-09-15T19:43:31.371788900Z,Álava,false,6023,19,true,,200
2025-09-15T19:43:31.409789Z,Álava,false,6029,19,true,,200
2025-09-15T19:43:31.538789600Z,Álava,false,6163,19,true,,200
2025-09-15T19:43:31.678788300Z,Álava,false,6317,19,true,,200
2025-09-15T19:43:31.733790Z,Álava,false,6342,19,true,,200
2025-09-15T19:43:31.892790800Z,Álava,false,6493,19,true,,200
2025-09-15T19:43:32.008789500Z,Álava,false,6623,19,true,,200
2025-09-15T19:43:32.023789100Z,Álava,false,6617,19,true,,200
2025-09-15T19:43:32.232790Z,Álava,false,6837,19,true,,200
2025-09-15T19:43:32.251790200Z,Álava,false,6832,19,true,,200
2025-09-15T19:43:32.420789600Z,Álava,false,7008,19,true,,200
2025-09-15T19:43:32.453807500Z,Álava,false,7020,19,true,,200
2025-09-15T19:43:32.528789700Z,Álava,false,7100,19,true,,200
2025-09-15T19:43:32.539792Z,Álava,false,7116,19,true,,200
2025-09-15T19:43:32.665788900Z,Álava,false,7225,19,true,,200
2025-09-15T19:43:32.772789100Z,Álava,false,7313,19,true,,200
2025-09-15T19:43:32.911789500Z,Álava,false,7464,19,true,,200
2025-09-15T19:43:33.009790600Z,Álava,false,7521,19,true,,200
2025-09-15T19:43:33.019788600Z,Álava,false,7554,19,true,,200
2025-09-15T19:43:33.033788800Z,Álava,false,7579,19,true,,200
2025-09-15T19:43:33.389790600Z,Álava,false,7894,19,true,,200
2025-09-15T19:43:33.526787600Z,Álava,false,8003,19,true,,200
2025-09-15T19:43:33.594788600Z,Álava,false,8050,19,true,,200
2025-09-15T19:43:33.770788200Z,Álava,false,8217,19,true,,200
2025-09-15T19:43:33.864789400Z,Álava,false,8298,19,true,,200
2025-09-15T19:43:33.873789900Z,Álava,false,8325,19,true,,200
2025-09-15T19:43:33.925790400Z,Álava,false,8367,19,true,,200
2025-09-15T19:43:34.029794300Z,Álava,false,8449,19,true,,200
2025-09-15T19:43:34.111790200Z,Álava,false,8525,19,true,,200
2025-09-15T19:43:34.440789100Z,Álava,false,8868,19,true,,200
2025-09-15T19:43:34.464829600Z,Álava,false,8872,19,true,,200
2025-09-15T19:43:34.568790400Z,Álava,false,8969,19,true,,200
2025-09-15T19:43:34.642788100Z,Álava,false,9036,19,true,,200
2025-09-15T19:43:34.684796700Z,Álava,false,9043,19,true,,200
2025-09-15T19:43:34.744788Z,Álava,false,9125,19,true,,200
2025-09-15T19:43:34.744788Z,Álava,false,9119,19,true,,200
2025-09-15T19:43:34.744788Z,Álava,false,9131,19,true,,200
2025-09-15T19:43:34.747792300Z,Álava,false,9113,19,true,,200
2025-09-15T19:43:34.749792700Z,Álava,false,9120,19,true,,200
2025-09-15T19:43:34.752791Z,Álava,false,8028,19,true,,200
2025-09-15T19:47:40.255175700Z,Álava,false,455,19,true,,200
2025-09-15T19:47:40.647274700Z,Álava,false,818,19,true,,200
2025-09-15T19:47:40.649218400Z,Álava,false,848,19,true,,200
2025-09-15T19:47:40.822205400Z,Álava,false,993,19,true,,200
2025-09-15T19:47:40.921210900Z,Álava,false,1098,19,true,,200
2025-09-15T19:47:41.047168400Z,Álava,false,1228,19,true,,200
2025-09-15T19:47:41.221172500Z,Álava,false,1421,19,true,,200
2025-09-15T19:47:41.226169800Z,Álava,false,1404,19,true,,200
2025-09-15T19:47:41.523209Z,Álava,false,1688,19,true,,200
2025-09-15T19:47:41.585218900Z,Álava,false,1759,19,true,,200
2025-09-15T19:47:41.668215600Z,Álava,false,1835,19,true,,200
2025-09-15T19:47:41.709223200Z,Álava,false,1871,19,true,,200
2025-09-15T19:47:41.760174800Z,Álava,false,1939,19,true,,200
2025-09-15T19:47:42.109203300Z,Álava,false,2275,19,true,,200
2025-09-15T19:47:42.459170500Z,Álava,false,2621,19,true,,200
2025-09-15T19:47:42.492173800Z,Álava,false,2692,19,true,,200
2025-09-15T19:47:42.492173800Z,Álava,false,2650,19,true,,200
2025-09-15T19:47:42.500261100Z,Álava,false,2659,19,true,,200
2025-09-15T19:47:42.668168100Z,Álava,false,2842,19,true,,200
2025-09-15T19:47:42.792176100Z,Álava,false,2949,19,true,,200
2025-09-15T19:47:42.825186200Z,Álava,false,2999,19,true,,200
2025-09-15T19:47:42.930172400Z,Álava,false,3130,19,true,,200
2025-09-15T19:47:43.141200600Z,Álava,false,3297,19,true,,200
2025-09-15T19:47:43.142222900Z,Álava,false,3302,19,true,,200
2025-09-15T19:47:43.171257700Z,Álava,false,3327,19,true,,200
2025-09-15T19:47:43.337170800Z,Álava,false,3489,19,true,,200
2025-09-15T19:47:43.551168500Z,Álava,false,3701,19,true,,200
2025-09-15T19:47:43.703172500Z,Álava,false,3853,19,true,,200
2025-09-15T19:47:43.703172500Z,Álava,false,3882,19,true,,200
2025-09-15T19:47:43.818203600Z,Álava,false,3999,19,true,,200
